Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth
5405.623607,1.770873911,1.849247312,Emitter_2
5400,1.796135298,1.956665483,Emitter_2
5400,2,2,Emitter_2
5408.154485,1.617016804,2,Emitter_2
5409.833099,0.468282184,1.717272254,Noise
5400,1.854489157,1.980455276,Emitter_2
5409.293021,0.184981983,0,Emitter_1
5408.226097,1.704242323,1.910071416,Emitter_2
5400,1.900816798,1.704764234,Emitter_2
5406.197602,1.631669869,1.833892704,Emitter_2
5400,1.492915194,2,Emitter_2
5410,0.26630733,0.356946804,Emitter_1
5404.651675,0.446998847,0.747279506,Noise
5406.056181,1.421564808,1.656275506,Noise
5409.99603,1.641735162,0.593030773,Noise
5410,1.877044743,1.97500042,Emitter_2
5398.708958,1.824326094,1.928063763,Emitter_2
5400,1.663238743,1.676571221,Emitter_2
5405.565701,1.339099566,1.882765891,Emitter_2
5400,2,2,Emitter_2
5410,0.559582693,0.027369749,Emitter_1
5400,1.76115979,1.784286112,Emitter_2
5406.808181,0.318139075,0.109270667,Emitter_1
5401.229454,0.43932023,0,Emitter_1
5400,0.07456324,0.04120479,Emitter_1
5410,1.615671886,1.976263645,Emitter_2
5402.514512,1.933367386,1.984964042,Emitter_2
5400,1.976052986,2,Emitter_2
5400,1.933602805,1.790011988,Emitter_2
5410,1.648292147,1.73927459,Emitter_2
5400.882053,2,1.650285918,Emitter_2
5410,1.989751698,1.716472641,Emitter_2
5400,0.237690488,0,Emitter_1
5402.651127,1.847563542,1.083676656,Emitter_2
5409.920694,1.809792502,1.762237291,Emitter_2
5400.800744,0.472732637,0,Emitter_1
5410,1.731268852,1.86992928,Emitter_2
5402.111022,0.387798805,0.253656402,Emitter_1
5400,1.953860347,1.48037968,Emitter_2
5400,1.87855296,1.531402862,Emitter_2
5400,1.682476728,1.800531914,Emitter_2
5400.570276,0.002413906,0.839570682,Noise
5404.652929,1.404364135,1.53717048,Emitter_2
5410,1.593287813,1.8569547,Emitter_2
5400,1.844760284,2,Emitter_2
5407.771292,0.234752579,0,Emitter_1
5400.385977,0.608120421,1.420685187,Noise
5407.521117,0.344729505,0.017579943,Emitter_1
5403.679209,0.62009915,0,Emitter_1
5404.783493,1.765647694,2,Emitter_2
5400,0.564978198,0,Emitter_1
5400,2,1.744184117,Emitter_2
5400,1.549618243,1.881722123,Emitter_2
5405.318437,1.414551553,1.73174207,Emitter_2
5400,1.837664811,1.341222686,Emitter_2
5403.22864,0.524903977,1.251857068,Noise
5400,1.747399563,1.470533276,Emitter_2
5400,1.849080246,2,Emitter_2
5400,1.777819918,1.476858828,Emitter_2
5410,0.360442697,0.326953196,Emitter_1
5400,0.642101641,0.19314544,Emitter_1
5409.776551,1.510247481,1.009306363,Noise
5400,1.852369394,1.769012158,Emitter_2
5401.108397,0.259504381,0,Emitter_1
5400,1.610777058,1.599868168,Emitter_2
5400,0.699557663,0,Emitter_1
5410,1.789286353,1.907756384,Emitter_2
5410,1.715309698,1.801880052,Emitter_2
5408.787612,0.23363663,1.562066776,Noise
5401.06651,0.530397891,0.761056533,Noise
5400,1.275423049,1.960445814,Emitter_2
5410,1.825536938,1.857902518,Emitter_2
5402.372025,2,1.932416472,Emitter_2
5408.369526,0.636188265,0.982318762,Noise
5407.135627,1.69316779,1.421799136,Noise
5400,0.703317883,0,Emitter_1
5400,1.563463221,2,Emitter_2
5404.256085,1.49298932,1.963704314,Emitter_2
5410,1.520913744,1.372862059,Emitter_2
5400,1.685793843,1.831469426,Emitter_2
5410,0.133951738,0,Emitter_1
5400,1.721241068,1.912720591,Emitter_2
5400,2,2,Emitter_2
5400,1.75510078,2,Emitter_2
5400,0.329913482,0.068793605,Emitter_1
5401.716081,2,1.72060404,Emitter_2
5410,0.318279752,0.064689884,Emitter_1
5400,2,1.572299427,Emitter_2
5400,1.728199402,1.800760284,Emitter_2
5410,2,1.780605407,Emitter_2
5400,0.497269592,0.302046544,Emitter_1
5407.382254,1.5553716,1.8269783,Emitter_2
5400,1.602050011,1.767479052,Emitter_2
5400,2,1.345321563,Emitter_2
5400,1.933575468,1.832643014,Emitter_2
5405.503125,1.34796736,1.923429006,Emitter_2
5410,1.498906852,1.740296068,Emitter_2
5410,1.728039265,1.944663041,Emitter_2
5402.102295,1.792638448,0.245060226,Noise
5400,1.692764254,1.877118919,Emitter_2
5406.175504,2,1.414532176,Emitter_2
5410,1.688451813,1.303371613,Emitter_2
5398.248155,1.684632864,1.91745032,Emitter_2
5400,1.697575375,1.567964563,Emitter_2
5409.237718,1.844567212,1.527652827,Emitter_2
5409.17479,1.824383452,1.538160517,Emitter_2
5400,2,1.936798983,Emitter_2
5410,0.719124569,0.015599789,Emitter_1
5410,1.512283971,2,Emitter_2
5402.265613,1.53332677,1.423892666,Emitter_2
5398.339049,1.875302741,1.567795949,Emitter_2
5400,0.312748339,0.212690339,Emitter_1
5410,1.941539173,1.651371088,Emitter_2
5403.101545,1.787641301,1.157831151,Noise
5400,1.743136241,1.913579431,Emitter_2
5400,0.962475261,0,Emitter_1
5406.009909,1.529690802,0.857008799,Noise
5400,0.686056642,0,Emitter_1
5401.90934,0.365800102,0.405621429,Noise
5410,2,1.562251454,Emitter_2
5402.450172,1.023792299,1.965101992,Noise
5410,1.960476707,1.900476548,Emitter_2
5410,2,1.8038048,Emitter_2
5400,0.054931389,0,Emitter_1
5400,1.377861708,1.979219894,Emitter_2
5401.679257,-0.016920465,0.025745482,Emitter_1
5410,0.456845011,0.160063261,Emitter_1
5403.720495,1.641313874,1.806494212,Emitter_2
5409.724999,2,1.812974896,Emitter_2
5400,1.679192271,1.857042297,Emitter_2
5406.916185,1.724949632,1.642940265,Emitter_2
5409.202228,0.832097996,0.333767429,Noise
5400,1.956129877,1.795672445,Emitter_2
5400.52238,1.970283185,1.767769909,Emitter_2
5404.312934,1.920927688,0.442647314,Noise
5400,1.580068794,2,Emitter_2
5404.757786,1.575789256,2,Emitter_2
5405.379144,0,0.059997032,Emitter_1
5400.962279,0.798878844,1.285296951,Noise
5400,1.831463014,1.954157685,Emitter_2
5400,1.860415699,1.752605305,Emitter_2
5400.219707,1.971649337,1.981228716,Emitter_2
5400,0.576862626,0,Emitter_1
5400,1.633952042,1.762654627,Emitter_2
5403.464465,0.654793768,0.482980821,Noise
5400,1.864805738,1.794959042,Emitter_2
5406.99966,0.623376469,1.534394329,Noise
5401.704821,1.18271558,1.121086153,Noise
5400,1.817747923,2,Emitter_2
5400,2,1.87654481,Emitter_2
5408.814915,2,1.810970298,Emitter_2
5408.784415,1.92540913,1.382190205,Emitter_2
5407.168141,1.153284246,0.091533791,Noise
5400,1.809697577,1.906418952,Emitter_2
5400,1.711136411,2,Emitter_2
5410,0.537615937,0.40740104,Emitter_1
5406.798986,1.890343879,1.782750558,Emitter_2
5400,1.641250346,2,Emitter_2
5400,0.213289031,0,Emitter_1
5400,1.830018021,1.904786832,Emitter_2
5401.264375,0,0.394600883,Emitter_1
5400,0.460220189,0.005959787,Emitter_1
5400,0.484103595,0,Emitter_1
5406.611326,1.745672262,1.759374397,Emitter_2
5408.53026,0.071885374,0.643484983,Noise
5403.067718,0.013167844,0,Emitter_1
5400,1.76993178,1.748700525,Emitter_2
5410,1.933097095,1.834316961,Emitter_2
5400,0.163309377,0.201897182,Emitter_1
5410,1.665214904,1.76439202,Emitter_2
5400,1.951791155,1.87591186,Emitter_2
5400,0,0.063487499,Emitter_1
5400,0.407253531,0,Emitter_1
5405.898169,0,0,Emitter_1
5401.255803,0.608147023,0.315540081,Emitter_1
5406.7913,1.374278944,0.472847361,Noise
5400,1.724517218,1.73868497,Emitter_2
5401.652093,1.384474606,0.612811212,Noise
5409.993531,1.920924674,1.589040955,Emitter_2
5410,0.514134544,0.082940631,Emitter_1
5400,1.814082631,1.402511504,Emitter_2
5410,0.425955444,0,Emitter_1
5403.217607,1.792280282,1.877078089,Emitter_2
5407.45947,1.610006359,1.720211084,Emitter_2
5410,0.224469473,0,Emitter_1
5403.494902,1.851127842,1.39009021,Emitter_2
5400,0,0.103374965,Emitter_1
5410,1.535698479,2,Emitter_2
5409.834989,1.989750605,1.996287617,Emitter_2
5402.502039,1.935608618,1.947402934,Emitter_2
5401.431561,1.811928552,1.644955294,Emitter_2
5403.326056,0.622483634,0.57628563,Noise
5404.31544,0.276763017,0.177454568,Emitter_1
5400,1.920582943,1.638533306,Emitter_2
5401.103167,0.43325742,0.547570078,Noise
5400,1.270331984,2,Emitter_2
5400.020531,1.705751153,1.950674127,Emitter_2
5410,0.305066265,0,Emitter_1
5407.802086,1.991175531,1.679973201,Emitter_2
5406.755924,1.710722613,1.269278645,Emitter_2
5400.074338,1.992040786,1.786516746,Emitter_2
5400,1.665632085,1.874934514,Emitter_2
5402.094107,1.631674297,2,Emitter_2
5404.446308,0.175196211,0.040949642,Emitter_1
5400,0.207936831,0,Emitter_1
5400,0.338013024,0.334904131,Emitter_1
5400,1.768504046,1.99468398,Emitter_2
5400,0.212089735,0,Emitter_1
5400,1.661075168,1.913744293,Emitter_2
5406.117438,0.883489626,0.192293115,Emitter_1
5401.002408,1.694363379,2,Emitter_2
5400,0.193313198,0,Emitter_1
5401.266533,1.88783541,2,Emitter_2
5407.372297,1.529024203,1.640051355,Emitter_2
5400,1.856516983,2,Emitter_2
5402.801218,1.319696065,1.740898428,Emitter_2
5400,0.392989715,0,Emitter_1
5407.173377,1.509265085,1.80657074,Noise
5409.785626,1.797793118,1.648675486,Emitter_2
5400,0.365930539,0.202903379,Emitter_1
5400.787296,0.346023148,1.758822807,Noise
5400,2,1.976465749,Emitter_2
5400,1.665677621,1.915460782,Emitter_2
5404.296368,1.135376424,0.937179719,Noise
5400,0,0,Emitter_1
5409.006852,0.546940971,1.19745077,Noise
5404.153267,0.290382048,0.119912552,Emitter_1
5400,1.648188712,2,Emitter_2
5409.211753,0.284594258,0,Emitter_1
5400,1.742780382,1.629332051,Emitter_2
5400,1.668148842,1.633358419,Emitter_2
5400,0.001560874,0.452079551,Emitter_1
5410,1.979793062,2,Emitter_2
5400,1.890498634,1.813671024,Emitter_2
5402.356888,1.735365634,1.620456027,Emitter_2
5400,0.320270415,0,Emitter_1
5400,1.457845971,1.527681013,Emitter_2
5400,2,1.512029411,Emitter_2
5400,1.774290724,1.333507967,Emitter_2
5407.449865,0.702386615,0.225134814,Noise
5410,0,0,Emitter_1
5400,1.893671077,2,Emitter_2
5400,1.466439924,1.848661287,Emitter_2
5400.532111,1.707359542,1.94837033,Emitter_2
5409.785611,1.853787261,1.746895161,Emitter_2
5400.271267,0.513458728,0.70201846,Noise
5400,1.665178741,1.749431594,Emitter_2
5410,1.71250652,1.840814134,Emitter_2
5402.48009,1.863461132,2,Emitter_2
5400,1.683991185,1.702496703,Emitter_2
5400,0.525679983,0,Emitter_1
5409.231807,1.333362053,0.14384656,Noise
5406.431526,0.568533065,1.667560101,Noise
5400,2,1.307059871,Emitter_2
5400,1.645989424,1.766985796,Emitter_2
5410,2,1.990995233,Emitter_2
5403.812219,1.35232925,2,Emitter_2
5400.442709,0.87207233,1.807769906,Noise
5407.124046,0.524192802,0.280036718,Noise
5410,0.353433996,0.111936311,Emitter_1
5408.378239,1.928685497,1.920675334,Emitter_2
5407.926849,0.153342102,1.696475735,Noise
5400,1.907854329,1.615435588,Emitter_2
5410,1.436155251,2,Emitter_2
5407.514227,1.411858439,1.979019204,Emitter_2
5406.418914,1.358762886,1.842397095,Noise
5403.887528,1.633442199,1.980045916,Emitter_2
5400,1.737214005,1.797561834,Emitter_2
5410,2,1.989876232,Emitter_2
5410,1.906512488,1.899463168,Emitter_2
5405.859033,1.71605293,2,Emitter_2
5410,0.085448398,0,Emitter_1
5404.07029,1.854530351,0.555079123,Noise
5400,1.875675432,1.908106304,Emitter_2
5410,1.735473795,1.906855047,Emitter_2
5410,1.950952198,1.794726021,Emitter_2
5400,1.514816199,1.450573534,Emitter_2
5410,1.899162263,1.762092141,Emitter_2
5408.022249,0.54082922,0,Emitter_1
5400,0.275894937,0,Emitter_1
5409.949991,1.802305772,1.614476195,Emitter_2
5400,1.735020041,1.815597492,Emitter_2
5400.221205,1.572735019,1.449551694,Emitter_2
5400,0,0,Emitter_1
5409.750123,1.587307895,1.032199046,Noise
5402.492118,1.177126203,1.940010146,Noise
5400,1.816733869,1.754234844,Emitter_2
5410,1.537101502,1.641463096,Emitter_2
5400,1.669436277,1.737811514,Emitter_2
5408.067885,0.263167272,0.709386055,Noise
5400,1.72266012,2,Emitter_2
5407.694417,2,1.768492694,Emitter_2
5400,1.921880394,2,Emitter_2
5400,1.566359793,1.875001397,Emitter_2
5400,0.678101955,0.346185062,Emitter_1
5400,1.955283127,1.584037692,Emitter_2
5400,1.819525539,1.964723302,Emitter_2
5401.72712,1.61791582,1.882390327,Emitter_2
5406.163284,0.247824537,0.256236685,Emitter_1
5403.154353,1.635341587,1.65492453,Emitter_2
5400.900971,0.454542292,0.104307403,Emitter_1
5400,1.5753336,2,Emitter_2
5400,1.881897076,1.652900099,Emitter_2
5410,1.763680398,1.568731529,Emitter_2
5410,1.733479204,1.918061579,Emitter_2
5400,1.749204035,1.799689128,Emitter_2
5400,1.689284023,1.590394647,Emitter_2
5400,1.714223103,1.85955154,Emitter_2
5407.496435,1.262181665,0.29762225,Noise
5408.09584,2,1.989094902,Emitter_2
5402.03268,1.395336821,1.890949103,Emitter_2
5410,1.924169996,1.965838558,Emitter_2
5400,0.16379416,0,Emitter_1
5400,1.951459398,2,Emitter_2
5404.701013,1.870996227,1.200165719,Noise
5400,1.647508914,1.782367485,Emitter_2
5410,0.592812142,0,Emitter_1
5400,0.277887589,0,Emitter_1
5407.312619,1.336437849,2,Emitter_2
5410,2,2,Emitter_2
5400,0.354826121,0,Emitter_1
5400,0.394863286,0.1525151,Emitter_1
5400,0.239389522,0.363509969,Emitter_1
5405.010807,0.177696944,0.228958935,Emitter_1
5409.864976,1.375900489,1.885626139,Noise
5400,1.837575324,1.799344296,Emitter_2
5410,1.970330779,1.494526775,Emitter_2
5408.838155,0.725728958,0.688452835,Noise
5410,1.78352631,1.452556678,Emitter_2
5400,1.766386474,1.837358022,Emitter_2
5411.024444,1.870495989,2.034976611,Emitter_2
5408.616142,1.891174626,1.833382393,Emitter_2
5404.663231,1.494307699,1.581623003,Emitter_2
5410,2,1.781964234,Emitter_2
5404.767055,2,1.995031561,Emitter_2
5410,1.37904427,1.75042846,Emitter_2
5400.0816,1.44509501,1.784921244,Noise
5405.062989,1.873259292,2,Emitter_2
5400,1.847205176,1.807577758,Emitter_2
5400.601916,0.459050095,0.223301806,Noise
5400,1.766638691,1.718813177,Emitter_2
5410,1.882487947,1.891474438,Emitter_2
5410,2,2,Emitter_2
5400,0.039139057,0,Emitter_1
5400,1.740947045,1.39553115,Emitter_2
5400,1.68978492,2,Emitter_2
5410,0.200813704,0,Emitter_1
5400,0.556120504,0.129687398,Emitter_1
5409.515277,1.758368836,1.907004392,Emitter_2
5410,1.927858848,1.814345669,Emitter_2
5410,1.73731986,1.992074891,Emitter_2
5400.238813,0.264198883,0,Emitter_1
5409.861704,0,0.032225921,Emitter_1
5410,1.991551643,1.799824035,Emitter_2
5400,1.978745809,1.460393578,Emitter_2
5400,2,1.900159348,Emitter_2
5404.791148,1.845694493,1.7045766,Emitter_2
5400,1.998081743,1.790872769,Emitter_2
5401.274678,1.712822666,2,Emitter_2
5400,1.705586184,1.951932522,Emitter_2
5410,1.768924529,1.715337899,Emitter_2
5409.367805,0.495353734,0.332715532,Noise
5401.791121,1.414564517,1.349204738,Noise
5400,0.460554641,0.052794794,Emitter_1
5398.749026,1.754995705,1.763959505,Emitter_2
5410,1.794275313,1.275181585,Emitter_2
5400,1.706334854,1.597161263,Emitter_2
5403.353976,0.304929266,0,Emitter_1
5401.993667,2.02136864,1.684024045,Emitter_2
5406.502308,1.906111062,1.83637244,Emitter_2
5400,2,1.865530882,Emitter_2
5406.709335,1.504992594,1.537098627,Emitter_2
5405.657158,0.190386513,0.343456858,Emitter_1
5407.004072,0.039059018,0,Emitter_1
5407.273968,0.18352225,0,Emitter_1
5402.196845,1.85355239,2,Emitter_2
5408.252015,0.204471025,0,Emitter_1
5400,1.850155039,1.43890272,Emitter_2
5400,1.393057813,1.744409428,Emitter_2
5406.049607,2,1.852742741,Emitter_2
5410,1.664370295,2,Emitter_2
5409.595345,0.194382119,0.122030828,Emitter_1
5410,1.849664841,2,Emitter_2
5402.669554,1.565617764,1.976127605,Emitter_2
5403.579725,0.552911897,0.004296853,Emitter_1
5400,1.80534477,1.59743356,Emitter_2
5400,1.914775364,1.574317164,Emitter_2
5408.144079,1.604507815,1.584153157,Emitter_2
5400,1.73380562,1.838965629,Emitter_2
5410,1.884561766,1.91352651,Emitter_2
5400,1.800031467,1.904850548,Emitter_2
5410,2,1.792214414,Emitter_2
5400,0.430454259,0.204791793,Emitter_1
5400,1.389463207,1.455201584,Emitter_2
5400,0.333211527,0.122551785,Emitter_1
5400,1.862917349,1.697158534,Emitter_2
5410,2,1.558302765,Emitter_2
5408.260061,1.022605686,1.674596842,Noise
5406.996459,1.793494036,2,Emitter_2
5407.423122,1.695032804,1.316415389,Noise
5400,1.885170808,2,Emitter_2
5410,0.343650583,0.086142149,Emitter_1
5407.973153,1.6773053,1.706318919,Emitter_2
5400,0.389451512,0.382647391,Emitter_1
5400,0.061240701,0,Emitter_1
5410,0.464111897,0.132505493,Emitter_1
5400,2,1.471854425,Emitter_2
5400,1.822692138,1.574597438,Emitter_2
5402.370635,1.527450033,1.888705806,Emitter_2
5400,1.94953472,1.842666954,Emitter_2
5409.643938,2,1.547957934,Emitter_2
5405.009977,1.495614097,1.761078106,Emitter_2
5409.903829,1.897282846,1.767969311,Emitter_2
5400,1.934525559,1.718327904,Emitter_2
5400,2,1.863832475,Emitter_2
5400,2,1.759672851,Emitter_2
5400.121957,1.583767316,1.521752511,Emitter_2
5410,1.478577348,1.605986837,Emitter_2
5403.0084,0.352917151,0.111456575,Emitter_1
5400,0.690818487,0.107145482,Emitter_1
5400,2,1.466815063,Emitter_2
5400,1.867313344,1.484026587,Emitter_2
5400,1.629654467,1.495656013,Emitter_2
5398.908814,1.889928163,1.846050215,Emitter_2
5410,1.54344678,1.801220066,Emitter_2
5410,1.928267554,1.625850131,Emitter_2
5407.347511,1.810442871,2,Emitter_2
5400,1.867332844,2,Emitter_2
5400,1.85147562,1.806292196,Emitter_2
5405.531213,1.626533058,0.73603637,Noise
5406.867549,1.923042035,1.622534697,Emitter_2
5410,1.616913566,1.831574978,Emitter_2
5400,0.082378421,0.086817359,Emitter_1
5405.945099,0.313753095,1.654109296,Noise
5404.768963,1.942132763,1.7025241,Emitter_2
5403.472783,2,1.821027315,Emitter_2
5405.473582,1.510512491,1.970880693,Emitter_2
5401.086106,1.84489229,1.846455433,Emitter_2
5411.701085,0.17138167,-0.038946068,Emitter_1
5400,1.941831788,1.677198291,Emitter_2
5400,1.835900343,2,Emitter_2
5400,0.401827591,0,Emitter_1
5400,1.330708246,1.728464359,Emitter_2
5402.266766,1.790189492,1.880566801,Emitter_2
5400,1.749206991,1.709299483,Emitter_2
5407.675833,1.021382733,0.408360922,Emitter_1
5400,1.8170065,1.945094785,Emitter_2
5400,2,1.793517778,Emitter_2
5410,1.715500658,1.607792292,Emitter_2
5400.28004,1.431518456,1.850533121,Emitter_2
5407.626146,1.503481545,1.440674542,Emitter_2
5402.443883,0.518650741,0.735308444,Noise
5403.168899,0.852678863,1.83623385,Noise
5400,2,2,Emitter_2
5400,1.909369749,1.790117728,Emitter_2
5400.92777,0.332294032,0.030738924,Emitter_1
5400,0.32463446,0.320058362,Emitter_1
5400,1.87383882,1.686598085,Emitter_2
5400,1.936463581,1.821724559,Emitter_2
5400,1.923011655,1.476944988,Emitter_2
5410,1.61049458,1.716056531,Emitter_2
5400,2,1.632677805,Emitter_2
5401.399968,1.781705354,1.547602338,Emitter_2
5401.791912,1.555422123,1.833193093,Emitter_2
5404.079804,0.309909964,0,Emitter_1
5400,0.071223902,0,Emitter_1
5400,1.698604301,1.432587009,Emitter_2
5400,1.895351372,1.569305723,Emitter_2
5410,1.907025267,1.680184911,Emitter_2
5401.394676,1.803514385,1.694751393,Emitter_2
5400,1.861983849,1.882938913,Emitter_2
5400,1.659153352,1.760001464,Emitter_2
5402.306847,1.848379123,1.843012317,Emitter_2
5400,1.684570808,2,Emitter_2
5400,1.728421584,2,Emitter_2
5406.855469,1.738342914,1.642370485,Emitter_2
5400,1.692765118,1.782846362,Emitter_2
5410,1.668065286,1.929361541,Emitter_2
5400,0.308660963,0.056132129,Emitter_1
5400,1.624719757,1.948861587,Emitter_2
5400,1.674584399,1.834038064,Emitter_2
5400,0.245664658,0.426778156,Emitter_1
5401.535457,1.799820483,1.981692077,Emitter_2
5400,1.925333928,1.842510493,Emitter_2
5406.916675,1.910131942,1.98910833,Emitter_2
5410,1.725564642,1.557580729,Emitter_2
5408.097211,1.896379123,1.614827734,Emitter_2
5400,1.895399983,1.860504606,Emitter_2
5410,1.843421567,1.937083036,Emitter_2
5400,1.918635417,1.545327424,Emitter_2
5408.26555,0.138949327,0.246046232,Noise
5400,0.189152156,0,Emitter_1
5399.825494,0.355342807,0.2930545,Emitter_1
5410,1.825190373,1.894846002,Emitter_2
5400,1.590225983,1.904177387,Emitter_2
5410,0.439724241,0.096877999,Emitter_1
5400,0,0.194826318,Emitter_1
5401.569627,1.856545878,1.825448398,Emitter_2
5400.88347,2,1.418347851,Emitter_2
5403.646786,1.937580839,1.632121438,Emitter_2
5400,2,2,Emitter_2
5410,1.35717269,1.987487583,Emitter_2
5400,1.673173708,1.606780122,Emitter_2
5404.51721,1.804202366,1.639341605,Emitter_2
5400,1.618732299,1.767919162,Emitter_2
5401.092762,1.839623934,1.68333319,Emitter_2
5405.568678,1.882176029,1.764046127,Emitter_2
5408.077428,1.432735673,1.825847106,Emitter_2
5408.539185,1.509204287,1.516476727,Noise
5400,1.583030778,1.935028961,Emitter_2
5402.224623,1.543454033,1.905682888,Emitter_2
5410,1.667379974,1.609244534,Emitter_2
5400,1.940001312,1.747321928,Emitter_2
5404.404864,1.161483507,0.690510579,Noise
5410,0.199172549,0,Emitter_1
5404.118955,2,1.51720457,Emitter_2
5401.635101,1.919240752,1.94725218,Emitter_2
5402.278034,-0.026951961,0.107911913,Emitter_1
5400,1.661310638,1.404832428,Emitter_2
5403.639762,1.859271481,1.745230238,Emitter_2
5400,2,1.680892336,Emitter_2
5402.88963,1.978277896,1.790030876,Emitter_2
5409.843631,1.801198394,1.950337398,Emitter_2
5408.919436,1.693257161,0.338352947,Noise
5400,1.731808241,1.857111388,Emitter_2
5402.088898,1.205976109,0.183384063,Noise
5406.808479,1.933068431,1.72119665,Noise
5406.899055,0.701266506,0.030494702,Emitter_1
5410,1.702838468,1.613754765,Emitter_2
5400,2,1.79648341,Emitter_2
5407.76389,1.461023313,0.681689557,Noise
5400,1.825992682,2,Emitter_2
5400,0.545290223,0,Emitter_1
5400,1.689275869,1.574200708,Emitter_2
5400,1.688705084,1.632303633,Emitter_2
5409.251389,1.649742289,2.10000684,Emitter_2
5400,1.894070728,1.715781787,Emitter_2
5410,1.361372578,1.798639099,Emitter_2
5410,0,0,Emitter_1
5400,1.819943672,1.926511175,Emitter_2
5410,0.234727476,0.103708887,Emitter_1
5400,1.684720621,1.657320975,Emitter_2
5407.639369,1.999663507,2,Emitter_2
5401.137133,0.457691828,0,Emitter_1
5400.173768,0.520480112,0.024981312,Emitter_1
5404.726669,1.257211375,0.432201249,Noise
5400,1.648922409,1.789214114,Emitter_2
5402.306287,1.386989303,1.503093662,Noise
5403.920711,1.797827288,1.669231817,Emitter_2
5400,0.21287014,0,Emitter_1
5400,1.809647242,1.803523635,Emitter_2
5400,0.218199674,0.020905659,Emitter_1
5405.527559,0.280540443,0.171065895,Emitter_1
5400,1.592087337,1.579298826,Emitter_2
5408.310992,1.174167015,0.040730295,Noise
5402.662097,2,1.569554474,Emitter_2
5404.512381,0.452648498,0.620554432,Noise
5400,1.613855973,1.715905253,Emitter_2
5400,2,1.891654535,Emitter_2
5407.758586,1.894907627,1.931110302,Emitter_2
5403.858662,1.987640672,1.517523858,Emitter_2
5407.289148,1.902589815,0.237309205,Noise
5400,2,1.576392338,Emitter_2
5400,1.887511757,1.73769227,Emitter_2
5405.035766,0.55000456,0,Emitter_1
5400,1.830279407,1.718228329,Emitter_2
5405.977671,1.704923454,1.928266269,Emitter_2
5400,0.014600887,0.233451895,Emitter_1
5402.025047,1.866059262,1.672806173,Emitter_2
5400,0.232465747,0.287125666,Emitter_1
5409.210828,0.402127206,1.097578501,Noise
5409.303809,1.550265767,1.62163716,Emitter_2
5410,2,1.788133356,Emitter_2
5400,1.716820012,1.421369651,Emitter_2
5400,1.838915305,2,Emitter_2
5410,1.850593744,1.891996589,Emitter_2
5403.502358,0.288524968,0,Emitter_1
5410,1.765391681,1.908042348,Emitter_2
5400,0.169033162,0.198120588,Emitter_1
5400,1.764123171,1.684154854,Emitter_2
5410,0,0,Emitter_1
5400,1.959534881,1.647115284,Emitter_2
5407.743766,0.424129121,0.049867201,Emitter_1
5400,2,1.745526773,Emitter_2
5402.849496,1.767813743,1.913116209,Emitter_2
5405.169003,0.145067329,0.119239714,Emitter_1
5400,1.836727545,2,Emitter_2
5407.367372,1.517417241,1.678153873,Noise
5408.634593,0,0.051145342,Emitter_1
5407.598074,0.119662012,1.512661966,Noise
5400,1.885496953,1.766357994,Emitter_2
5400,1.810827784,1.294195715,Emitter_2
5400,1.819742577,1.777491015,Emitter_2
5400,1.508161302,2,Emitter_2
5400,2,1.712008489,Emitter_2
5400,1.821864084,1.534283389,Emitter_2
5408.402767,1.564742361,1.246321934,Noise
5401.001338,1.486646287,1.246194113,Noise
5400,0.662578667,0,Emitter_1
5407.589426,1.524580318,1.747643293,Emitter_2
5407.430266,1.811254601,1.209943088,Emitter_2
5401.432691,1.698937369,1.523374536,Emitter_2
5400,1.895521542,2,Emitter_2
5400,2,2,Emitter_2
5407.062264,1.308223248,0.919467014,Noise
5410,1.583440144,2,Emitter_2
5407.127576,1.855046961,1.872071687,Emitter_2
5407.328337,0.464040634,0,Emitter_1
5400.639876,0.486631292,0,Emitter_1
5400,1.82722142,1.738020088,Emitter_2
5400,1.943680881,1.610869,Emitter_2
5406.776824,1.02753409,1.435391571,Noise
5400,1.93822747,2,Emitter_2
5410,1.930940871,1.906118364,Emitter_2
5410,1.851326033,1.702409373,Emitter_2
5402.041052,0.907404673,0.473136972,Noise
5400,2,1.76062222,Emitter_2
5400,1.84089498,1.887476295,Emitter_2
5405.742255,0.673967089,0.446677615,Noise
5407.243778,1.98291573,1.972045462,Emitter_2
5400.125555,1.518592878,1.767584884,Emitter_2
5400,0.195637278,0,Emitter_1
5408.321903,2,1.744123394,Emitter_2
5400,0.003525756,0.343201971,Emitter_1
5400,1.885410673,1.563719239,Emitter_2
5404.981627,1.619980253,1.76245354,Noise
5410,0.266886452,0.173904192,Emitter_1
5400,1.706231331,2,Emitter_2
5402.603012,0,0,Emitter_1
5409.872505,1.769228656,1.872437988,Emitter_2
5400,1.503025745,1.573343527,Emitter_2
5410,1.835064755,1.988907605,Emitter_2
5410,2,1.6442559,Emitter_2
5400.938429,1.77085891,1.848978143,Emitter_2
5408.351499,0.021114807,0.100056675,Emitter_1
5400,0,0.09307644,Emitter_1
5403.129077,2,1.832730697,Emitter_2
5407.758313,1.877647229,1.627775815,Emitter_2
5405.423226,1.784739879,1.759812407,Emitter_2
5400,0.446209901,0.259642095,Emitter_1
5402.023413,2,1.698433854,Emitter_2
5409.358099,1.169905701,1.602804811,Noise
5405.720611,2,2,Emitter_2
5404.448019,1.878162022,1.421359021,Emitter_2
