Radio Frequency,Pulse Width,Azimuth,Amplitude,Angle Of Elevation,Emitter,,,,
5410,128.3126894,1.844457317,7,1.758913556,0,,,,
5403.750023,131.7788839,1.54266112,17.82465352,1.601654411,0,,,,
5400,142.9593776,1.880952487,7,1.485392819,0,,,,
5400,1021.313163,0.271376685,17.40130514,0,1,,,,
5400,112.6750674,1.918717697,11.78769123,1.786605527,0,,,,
5400,116.1858114,1.813044996,18.86138667,1.543211257,0,,,,
5410,136.4040329,1.598333198,8.134745247,1.796953779,0,,,,
5404.469322,636.746515,0.774980747,14.95655305,0.997704228,-1,,,,
5402.858376,153.3478888,1.77025822,13.99976031,1.674696579,0,,,,
5400.678411,1038.726706,0.181318527,7,0,1,,,,
5403.397955,557.3471187,1.614921939,35.11333324,1.09473677,-1,,,,
5409.218647,139.4373398,2.054041232,8.795179598,1.707110513,0,,,,
5400,115.081953,1.666405616,14.33494339,1.666448294,0,,,,
5410,1083.080008,0.164537122,18.48230679,0,2,,,,
5409.991538,864.5878249,0.902731646,45.2095876,0.509798137,-2,,,,
5408.638604,174.0654185,1.68909308,7,1.979738823,0,,,,
5410,1035.240566,0.674951041,15.31045395,0.425796163,1,,,,
5400.491006,1050.462215,0.111279991,10.67196849,0,1,,,,
5405.120624,1036.658839,0.493025218,18.02192953,0,1,,,,
5402.02589,1027.948132,0.159496166,19.02654216,0,1,,,,
5403.252641,142.6304546,1.771542167,7.618801128,1.734912567,0,,,,
5404.700511,1017.492661,0.266601827,12.86363797,0,2,,,,
5405.950317,969.4296635,1.506286666,13.05014768,0.724124913,-2,,,,
5410,1026.66567,0.198842898,19.44631442,0.039924981,2,,,,
5400,164.2653438,1.764854141,11.55501985,1.680271508,0,,,,
5400,112.5335144,1.681232188,15.34554939,1.68172936,0,,,,
5400,1007.23076,0.353217749,21.5509791,0,1,,,,
5405.672522,109.7474245,2,9.655935148,1.608412249,0,,,,
5400,143.6125154,1.850553611,18.61419184,1.796811615,0,,,,
5400,1052.287611,0.140516109,12.47914111,0.199744376,2,,,,
5400.487642,162.0455305,1.743024165,10.93407519,1.786559979,0,,,,
5400,1050.563338,0,13.67690453,0,1,,,,
5401.481645,112.5846522,1.729224463,18.89552772,1.622233429,0,,,,
5400,980.7253822,0.18990334,21.15201825,0.020557488,1,,,,
5402.449773,252.1945982,1.042392492,47.67653285,0.783048156,-2,,,,
5403.457517,752.0553161,1.092594528,25.22977287,0.521710254,-1,,,,
5404.565253,1028.785172,0.551583155,12.5101192,0,1,,,,
5400,151.395667,1.866509362,13.26662559,1.82311005,0,,,,
5405.924373,124.4637694,1.575393055,16.43875114,1.995799104,0,,,,
5400,969.2985083,0.271438337,17.47235922,0,1,,,,
5409.30425,1008.461033,0.393857204,17.15806128,0,1,,,,
5402.298518,1056.806031,0.470549999,14.87054157,0,2,,,,
5410,140.806052,1.834059737,9.725411567,2,0,,,,
5400,157.4822816,1.976146181,9.114678499,1.724894417,0,,,,
5400,997.7411765,0.434251156,18.10959889,0.125146826,2,,,,
5400,129.088637,1.863846642,15.69239391,1.686129908,0,,,,
5402.477559,114.6069547,1.992908315,11.8331633,1.422617465,0,,,,
5401.768219,113.6319724,2,7.840425394,1.571399692,0,,,,
5410,1015.050956,0.164669676,8.993565006,0,1,,,,
5410,1015.215568,0.358291503,7,0.056033341,1,,,,
5400,124.4418855,1.689694635,7.161740835,2,0,,,,
5404.588481,157.1834552,1.779214983,9.753977876,2,0,,,,
5409.247082,850.907543,0.784850877,9.984847065,1.89079663,-2,,,,
5400.082872,502.4550598,1.484420334,44.54329327,1.057248268,-1,,,,
5403.001739,299.640755,1.040276436,15.46171563,1.902794828,-1,,,,
5400,150.8885274,1.562560289,14.72210081,1.84347489,0,,,,
5406.420882,1049.092843,0.510791326,16.78776067,0.121263487,1,,,,
5401.184184,100,1.755481803,13.72115802,1.828363629,0,,,,
5403.620166,174.3784315,1.854943899,7.068587905,1.824705706,0,,,,
5400,1011.677016,0.148279763,10.2394188,0,1,,,,
5400,144.440871,1.747629058,12.45857571,1.888481639,0,,,,
5410,992.5572775,0.161989549,17.57456826,0.044121627,1,,,,
5400,1017.720449,0.564000837,11.82869451,0.243753227,2,,,,
5410,994.2158625,0.085051888,19.78296235,0,1,,,,
5400,1050.943237,0.55735621,16.16323052,0.258107126,2,,,,
5400,145.5615919,1.66310756,13.70359923,1.436271887,0,,,,
5400,1031.832366,0.568226685,16.49052021,0.023281489,2,,,,
5400.500898,146.2036644,1.969073046,7,1.73290916,0,,,,
5410,141.1524553,1.770846311,7,1.665906138,0,,,,
5402.823352,1033.229714,0.050369245,17.96805158,0,1,,,,
5402.273095,1032.737112,0.181535445,7.656108888,0.112608047,1,,,,
5400,163.6379291,1.735840428,10.20485749,1.996779619,0,,,,
5400,143.0170687,1.696887245,21.00298139,1.802938839,0,,,,
5400,163.8107797,1.569357798,18.59746356,1.682611959,0,,,,
5410,145.4986156,1.790363415,15.08185452,1.727447802,0,,,,
5404.20687,998.727604,0.787306885,14.89557807,0.241114852,1,,,,
5400,1004.527984,0.60707823,14.24655303,0,1,,,,
5408.978438,110.8539046,2,7,1.664500454,0,,,,
5408.499135,1017.431965,0.288786372,23.51789421,0,2,,,,
5410,140.6008273,1.621922303,12.15536521,1.662266355,0,,,,
5400,998.8602334,0,7.19350322,0,2,,,,
5410,989.3964166,0.471974626,8.058515804,0.020121586,2,,,,
5405.575419,149.7306661,1.68251144,11.85624043,1.773165774,0,,,,
5400,157.0187386,1.739314874,8.01384118,2,0,,,,
5400,1055.572359,0.807614616,16.46634133,0.326734967,1,,,,
5401.92117,625.3213779,1.013012668,37.84593679,0.744902897,-1,,,,
5401.848655,150.4962741,1.78943715,17.51167179,1.658517134,0,,,,
5401.879296,1043.084891,0.255260394,15.13361801,0,2,,,,
5400,145.9400259,1.702446967,14.73171703,1.978154344,0,,,,
5400,1009.995335,0.617862576,21.19103116,0.008003109,1,,,,
5400,122.9422391,2,7,1.628914194,0,,,,
5400,992.9729727,0.205203609,13.62249129,0,1,,,,
5406.394044,1032.259463,0.012728535,23.38708178,0,2,,,,
5400,994.7308104,0.532691308,7,0.037168306,1,,,,
5410,1034.542999,0.504718617,19.00839918,0,1,,,,
5408.58885,133.825147,1.348449247,36.56240069,1.384654772,-1,,,,
5400,171.5271509,1.938181469,7,1.845575127,0,,,,
5400,158.6058342,1.822818824,7,1.809572141,0,,,,
5400,1036.342226,0,10.69222533,0.32690145,2,,,,
5400,1038.202872,0.574012455,16.59660886,0,2,,,,
5407.434323,188.8141024,1.797634069,25.87254482,0.512340124,-1,,,,
5410,1009.490765,0.250626801,11.81870092,0.047333756,1,,,,
5410,149.8496697,1.328612661,21.55126412,1.647746323,0,,,,
5400.29811,503.9359179,1.534510049,15.71511036,1.421475465,-1,,,,
5409.650715,1062.358837,0.368494449,21.52596855,0,2,,,,
5402.137055,563.2814879,1.493687325,49.43477109,1.894055609,-1,,,,
5404.18521,124.395657,1.745564071,12.30995417,1.588943699,0,,,,
5400,1041.100581,0.185887615,19.92883441,0.046773233,1,,,,
5408.341641,532.4381064,1.145138042,22.66670706,1.909165422,-1,,,,
5400,1025.824405,0.15181531,12.6795642,0.030409546,2,,,,
5410,1042.448815,0.311264762,24.81326535,0.132915884,2,,,,
5410,1016.28442,0.295912063,13.05655316,0,1,,,,
5400,140.7230506,1.728715566,7,1.756621958,0,,,,
5400,1006.028734,0.430689045,12.33895549,0,1,,,,
5400,102.9728258,1.564109358,10.05814239,2,0,,,,
5400.097571,146.4095358,2,18.69029802,1.952151949,0,,,,
5405.263468,965.6981079,0.384579497,24.68648049,0,1,,,,
5398.595986,1049.880884,0.186517253,21.27506682,0.059503808,2,,,,
5404.280692,981.2335592,0.256652985,16.30828173,0.07089077,1,,,,
5403.396275,186.9280265,1.800220222,8.413959685,1.963853327,0,,,,
5400,1059.355229,0.069140057,24.07662112,0.051963752,1,,,,
5400,1027.713036,0.242390371,25.49989425,0,1,,,,
5410,157.8061717,1.924255651,14.30029628,1.548812604,0,,,,
5407.227604,1036.388229,0.112271646,22.18103444,0.001055099,2,,,,
5401.688026,473.8430548,1.13564104,19.84162924,0.038502594,-2,,,,
5406.487283,1044.603857,0.344896767,15.00118658,0.023580701,1,,,,
5400,174.960825,1.835718284,11.9013669,1.69098234,0,,,,
5408.727284,130.1345656,1.622180243,7.725528758,1.89473709,0,,,,
5400,106.5220414,1.879197149,9.41546387,2,0,,,,
5400.784898,581.5741379,1.303505675,32.42936329,0.668586966,-1,,,,
5400.128439,186.794008,0.440811492,48.0329386,0.76781401,-1,,,,
5405.664446,137.9433699,1.962216923,7,1.684016667,0,,,,
5403.060697,1039.084791,0.513485541,15.04180873,0,1,,,,
5400,1034.279589,0.382819062,15.82153582,0,2,,,,
5405.421488,1010.210312,0.340162991,21.88232718,0,1,,,,
5403.32687,495.8150284,1.575988905,27.4008918,0.9786773,-1,,,,
5406.576911,139.0300828,1.789797686,7,1.733041332,0,,,,
5400,1010.947722,0,19.17332414,0,1,,,,
5405.601434,1054.560391,0.270271768,14.06505118,0,1,,,,
5410,1013.99142,0.268651262,13.49938621,0.109409348,1,,,,
5400,164.7559301,1.937698679,20.71798963,1.840752231,0,,,,
5407.547159,1019.977074,0.303933314,18.54637317,0.421270246,1,,,,
5400,1028.372813,0.277259629,10.88267213,0,1,,,,
5409.127967,1012.651704,0.089973989,22.67604871,0.236020127,1,,,,
5410,170.307935,1.503908578,7,1.870058209,0,,,,
5408.609251,158.551786,1.566319124,4.391300915,2.169386868,0,,,,
5400.573843,138.2792072,1.96622713,9.421007881,1.875945036,0,,,,
5410,111.9046956,1.745052102,15.08735428,1.741767139,0,,,,
5409.848426,170.8790121,1.75930564,7.479550784,1.738077977,0,,,,
5407.489566,1014.355244,0.444906884,23.77046602,0.190529696,1,,,,
5400,183.2795267,1.803323081,16.31664956,1.923259068,0,,,,
5402.921134,1018.89027,0.157214489,7,0,1,,,,
5400,1046.577962,0.269109553,15.9409298,0,2,,,,
5400,159.7124183,2,20.04185297,1.653456768,0,,,,
5400,164.2421343,1.88447678,17.00338214,1.921544912,0,,,,
5400.397193,108.248865,2,10.04578675,1.691757121,0,,,,
5405.696547,1010.549235,0.010447336,13.1743673,0,1,,,,
5408.324921,145.6114993,1.916213637,16.0388424,2,0,,,,
5400.786677,1026.506676,0.373417958,17.29035846,0.286076127,2,,,,
5400,118.6727385,1.987714308,7,1.541969028,0,,,,
5400,1032.406497,0,17.69744387,0,1,,,,
5400,156.5366944,1.764309235,21.07069612,1.698691791,0,,,,
5410,131.8653862,2,8.399851909,2,0,,,,
5407.030947,140.2963202,1.844735897,11.06633244,1.64247428,0,,,,
5410,1045.075725,0.70538232,10.20185713,0,1,,,,
5404.394778,745.2574372,0.244217885,45.31877973,1.65473125,-1,,,,
5405.562033,122.3818203,1.611787597,7.749832573,1.825128342,0,,,,
5410,1075.100805,0.652941937,17.42899589,0,1,,,,
5408.769563,1022.853069,0.12275928,11.96513806,0,1,,,,
5403.739905,1022.828542,0.618045942,21.36654006,0.159864185,2,,,,
5411.322745,144.9173708,1.750106298,10.18127101,1.769618436,0,,,,
5400,1027.164341,0.6118422,25.36155933,0,2,,,,
5400,1051.813396,0.203876889,8.705541872,0.388683903,2,,,,
5406.172469,906.2224248,0.725910598,17.77884927,1.466411272,-1,,,,
5406.197043,1029.788487,0.09499448,9.153170801,0,1,,,,
5400,125.4896339,1.82569508,11.66187575,1.806421918,0,,,,
5401.012716,989.9966738,0.326784876,22.55237151,0.070089479,1,,,,
5400,127.8570658,1.617241136,22.79858484,1.889972109,0,,,,
5400,1027.613,0.228330957,18.90844678,0,1,,,,
5409.92499,269.1986038,0.07295188,32.56060039,1.051686748,-1,,,,
5400,1029.177533,0.287362828,18.94113421,0.155501892,1,,,,
5400.573063,1032.766188,0.333385884,17.23269034,0.018252703,1,,,,
5403.596866,1004.41841,0.609161076,13.9923936,0.005936094,1,,,,
5400,128.4162772,1.877836935,9.569258458,1.693358386,0,,,,
5410,121.3010433,1.644471228,14.89447362,1.70906819,0,,,,
5400,1045.170231,0.149671483,15.00728094,0.10007006,2,,,,
5407.343452,162.9010676,0.029712308,31.41719588,1.898277211,-1,,,,
5405.15073,1004.04984,0.497311976,8.502953545,0.099250593,2,,,,
5400,146.0598171,1.635685339,19.58938979,1.478359615,0,,,,
5400,985.73859,0.551792502,16.64195309,0.120183937,1,,,,
5401.321431,138.321782,1.463580412,8.269183142,1.689328738,0,,,,
5400,137.070732,1.840896937,7,1.892460357,0,,,,
5410,1033.595057,0.222881965,14.11670158,0,1,,,,
5400,1039.468459,0.336700169,14.16220688,0.044471248,2,,,,
5402.243761,166.3612258,1.486092969,10.43367672,1.521294771,0,,,,
5400,1019.597757,0.098184203,13.70551529,0.270623518,2,,,,
5409.988911,1043.237214,0.256225682,25.75559522,0.074762558,2,,,,
5409.197398,1026.038984,0.332312307,17.52410469,0,1,,,,
5410,114.7062793,2,10.41167385,1.535197208,0,,,,
5410,1007.939864,0.08679782,10.03002535,0,1,,,,
5400.538381,142.5691823,1.918697164,12.63746138,1.700746113,0,,,,
5400,117.7674534,1.585572343,9.560424351,1.696748026,0,,,,
5411.756206,155.4872977,1.582344796,10.1524007,2.11729187,0,,,,
5400,1015.558444,0.418722245,18.87535883,0.401434228,1,,,,
5402.606515,998.5734262,0.260543079,10.74397148,0.025224403,1,,,,
5402.294192,1013.012339,0.271695848,17.17584132,0.043269903,1,,,,
5407.658778,134.306709,1.853618397,12.94622345,1.686118759,0,,,,
5400,1039.172044,0,18.4152355,0.196639833,2,,,,
5400,1035.165352,0.093802183,9.767101046,0.33550415,2,,,,
5408.30328,198.1826312,1.147208957,13.81537496,0.796518097,-2,,,,
5401.856434,1001.850173,0.384988359,13.83195166,0,1,,,,
5400,1007.051785,0.42369823,12.23272248,0,1,,,,
5401.991135,1025.75515,0.145420419,13.4166777,0.014067335,1,,,,
5400.203586,144.5462759,1.783981321,11.51615187,1.759862771,0,,,,
5410,120.8239229,1.695442898,17.97592274,2,0,,,,
5408.739046,1033.242949,0.435858177,7.639868263,0.047262032,2,,,,
5400,155.7981549,1.881177293,11.7402419,2,0,,,,
5410,1038.89598,0.422102227,22.9998502,0,1,,,,
5400,974.1348849,0.407069893,12.97738127,0,1,,,,
5400,985.0179206,0.312656583,20.5187646,0.006649606,1,,,,
5400,140.9515883,2,16.1846783,2,0,,,,
5400,1035.605959,0.434548869,7.535192461,0.244865631,2,,,,
5400,155.6302345,1.931339193,7.463912396,1.728935879,0,,,,
5400,105.4000442,1.781963258,17.40782652,1.589577908,0,,,,
5410,1033.051718,0.451851208,10.83173329,0.152554378,2,,,,
5400.745566,1013.306156,0.116961232,17.49167663,0.2692762,1,,,,
5410,147.1805554,1.600305074,11.49621578,1.708684275,0,,,,
5402.281044,181.2068309,1.560996331,16.17841308,1.990729756,0,,,,
5410,1051.061126,0.582522063,10.06921453,0,2,,,,
5400.132249,1013.327338,0.126988513,16.36245017,0,1,,,,
5400,1006.913048,0,9.626809317,0.139525704,1,,,,
5400,136.0578402,1.549287362,9.174224277,1.494812155,0,,,,
5409.209085,157.3660863,2,7,2,0,,,,
5400,1053.004323,0.129220252,27.62882889,0.030765493,2,,,,
5400,1020.15428,0.295734467,16.49270661,0,1,,,,
5406.288594,408.7394493,0.042151503,8.009360131,0.111854951,-1,,,,
5409.8451,1026.34203,0.152946851,21.44210361,0.36513912,1,,,,
5400,1036.144939,0.303893117,17.1530624,0,1,,,,
5400.180489,1007.319701,0.376906451,8.124824195,0,1,,,,
5410,156.7193985,1.501954765,11.27010391,1.588775462,0,,,,
5400,996.9607935,0.476485283,12.48939141,0.023868333,1,,,,
5404.14523,1031.691347,0.044705561,16.97755096,0.064923031,1,,,,
5400,179.8791531,1.704253267,10.5094979,1.848979379,0,,,,
5404.752659,428.2761101,0.093793748,46.44563689,1.00060139,-1,,,,
5400,1047.305185,0.385789221,15.91120164,0,1,,,,
5400,137.555957,1.788925135,14.8187868,2,0,,,,
5402.907816,1031.224513,0.524996654,10.69858355,0.3220617,1,,,,
5402.867856,567.7336106,1.342465066,12.42941103,1.213265133,-2,,,,
5400,1023.133867,0,12.42749861,0.202949786,1,,,,
5405.015386,172.5423885,2,11.52704965,1.543962203,0,,,,
5400,1017.534855,0.309094891,15.25717371,0,1,,,,
5403.653346,1077.13217,0.346233911,9.636387521,0.227771426,1,,,,
5409.868723,1050.920205,0.248191178,20.91100211,0,1,,,,
5402.270335,1048.666845,0.485200866,12.62167197,0.038375777,2,,,,
5400,109.2499356,1.870764015,14.68794512,1.720977512,0,,,,
5400,169.9610057,1.901468868,7,1.797117277,0,,,,
5400,1035.430563,0.29704976,13.88754463,0,1,,,,
5401.362444,1000.238217,0.337499062,15.61987079,0,1,,,,
5407.87933,144.3920336,1.547542636,7.810853439,1.807607841,0,,,,
5405.96808,109.0435126,1.923974493,29.81616564,1.367309437,-1,,,,
5400.319439,984.4547375,0.509691105,9.578720395,0.219129477,1,,,,
5401.755745,1027.945678,0.137820197,8.491407421,0.05800842,2,,,,
5400,1019.133668,0.149355456,11.23552141,0.564636396,1,,,,
5400,134.6517439,1.961993564,15.23616681,1.710841759,0,,,,
5409.614365,140.6242918,1.739936927,9.146415749,1.578172204,0,,,,
5400,1064.54816,0.396101553,23.77105246,0,1,,,,
5402.965548,131.9448542,1.829675055,18.39077585,1.869171166,0,,,,
5402.568646,1034.406541,0.369367486,12.30722351,0,1,,,,
5408.799855,718.5003758,0.860335002,49.44112244,0.94564321,-2,,,,
5400,163.2381724,1.871467447,7,1.580969203,0,,,,
5402.263142,133.2769999,1.626791317,16.74726743,1.634670936,0,,,,
5410,125.472894,1.530359661,8.182528434,1.555960408,0,,,,
5400.434939,168.5992237,1.678735613,13.26876777,1.971812536,0,,,,
5404.975278,134.9516056,2,9.410140142,1.732411485,0,,,,
5410,135.8804744,1.765379616,15.85971766,1.657596492,0,,,,
5409.500364,176.6003257,1.915749896,12.92406587,1.789041503,0,,,,
5410,1005.121113,0.212135864,12.52071554,0.056015971,1,,,,
5408.698333,1032.366592,0.064095865,18.07340288,0.213568186,1,,,,
5410,133.8324306,1.75111201,14.66333818,1.78084977,0,,,,
5404.393824,1004.176757,0.367304592,21.0019929,0.204016564,1,,,,
5400,1033.645177,0.361059825,7,0.04928972,2,,,,
5400,1004.048684,0.238954951,11.81016052,0,2,,,,
5410,1033.398771,0.414084672,17.17264647,0.02657834,1,,,,
5399.587823,121.9965806,1.549987906,6.756090603,2.015872852,0,,,,
5400,988.7801676,0.377057232,18.43933782,0,1,,,,
5403.302799,846.5177192,1.011920609,37.81810861,1.771737272,-1,,,,
5410,134.1877783,1.831749974,7,1.792087574,0,,,,
5400,1020.928146,0.025885785,12.90763585,0,1,,,,
5403.495925,135.138569,1.698067487,8.073224241,1.462947293,0,,,,
5400,1022.760136,0.470634274,17.03619104,0,2,,,,
5410,987.5382554,0.533729202,13.38479387,0,1,,,,
5401.750093,1037.216226,0.433614525,15.67171115,0.002479908,2,,,,
5400.14831,1042.54175,0.102061673,21.64222268,0.150427244,1,,,,
5407.468572,524.1638087,1.655648228,46.50192457,0.209812877,-2,,,,
5403.801128,208.9640198,1.643645797,22.55458098,1.50474096,-1,,,,
5408.435107,100.9658541,2,15.75839789,1.661191769,0,,,,
5410,1052.082803,0.106618996,14.62865943,0.173946769,2,,,,
5400,1033.413705,0.551299069,14.25549916,0.055171971,1,,,,
5400,988.4564395,0.038434083,12.20649067,0,1,,,,
5400.718012,1021.937955,0.239181093,18.31599318,0,1,,,,
5404.690164,136.2677356,1.831792137,14.28080831,1.516893504,0,,,,
5400,1003.866725,0.39897059,11.72546734,0.162153636,1,,,,
5400,126.0467431,1.854446349,16.57028377,1.88716174,0,,,,
5405.16446,124.9553093,2,7,1.716999469,0,,,,
5409.521146,1025.480257,0.183854358,13.72605462,0.07283648,2,,,,
5400.081433,1030.789439,0.131335791,25.86138437,0.154398277,1,,,,
5400,162.5781319,1.902778544,12.07470793,1.826997729,0,,,,
5410,174.3996906,1.706864412,10.59755791,1.668350011,0,,,,
5407.991511,123.2518206,0.862188567,12.9802794,1.481382594,-1,,,,
5402.063691,269.5041101,0.096438251,16.66673706,0.554387882,-2,,,,
5400,159.1502298,1.981850063,11.04358922,1.688361985,0,,,,
5410,1045.971242,0.155614437,17.63758225,0.375948237,1,,,,
5400,1010.10944,0.181889372,11.24778751,0.190889629,1,,,,
5400,126.8377301,2,14.53434687,1.943924045,0,,,,
5401.342297,1054.126469,0,23.19583977,0,2,,,,
5410,1053.423434,0.044297021,20.11322191,0,1,,,,
5400,1028.448916,0.39600112,17.30338493,0.146642728,2,,,,
5400.010935,377.1674631,1.561953179,45.03186799,0.163550339,-2,,,,
5400.880992,156.2399786,1.781983294,7,1.77651737,0,,,,
5400,126.9163135,1.777496969,17.05771876,1.717803562,0,,,,
5408.44474,1065.124923,0.06984254,24.91573887,0,2,,,,
5400,125.2446454,1.762122236,11.26879762,1.831619092,0,,,,
5402.627288,1016.23866,0.017819966,8.188331036,0,1,,,,
5406.451318,1043.611281,0.359573388,16.78112043,0,1,,,,
5405.096853,145.316993,1.772767337,12.55057851,1.675700749,0,,,,
5405.44507,126.2854627,0.016241657,9.10562484,0.90135539,-1,,,,
5400,1024.838455,0.390474559,13.22221576,0,2,,,,
5400.317138,127.7901535,2,12.05975816,1.98143464,0,,,,
5400,113.0917265,2,9.817357041,2,0,,,,
5400,995.6353227,0.443559869,19.47231789,0,1,,,,
5404.278212,150.3887325,1.85314142,7,1.749694637,0,,,,
5400,1030.058289,0.008385112,13.96570973,0.212216989,1,,,,
5400,124.4691342,1.794488259,17.92750818,2,0,,,,
5405.279606,1015.116374,0.154458891,11.95669825,0,1,,,,
5400,1067.621945,0.502610595,22.55131181,0.080927918,2,,,,
5402.038824,1039.33086,0.655355248,17.2962276,-0.062461695,1,,,,
5400.195923,1002.593191,0.684165549,21.93098213,0.060148541,1,,,,
5410,1045.919961,0,24.95917791,0.366172725,1,,,,
5400,147.796953,1.549204877,7,2,0,,,,
5410,1045.410881,0,23.37965034,0.114629477,2,,,,
5398.838819,144.0728849,2.017474991,7.433628316,2.021912744,0,,,,
5400.562768,1051.374649,0.212723925,26.25768493,0.200167793,1,,,,
5400,121.436276,1.63537819,11.18966286,1.640563042,0,,,,
5400,1038.054461,0.461365606,22.79174667,0.099202497,2,,,,
5400,137.9158617,2,14.93344725,1.597638039,0,,,,
5410,999.6500218,0.494856932,17.46895745,0.325977097,2,,,,
5408.6779,193.6899704,0.066310328,12.74376756,1.977442908,-2,,,,
5400,143.4159781,1.640918622,11.52885122,1.746050795,0,,,,
5401.318703,157.2096559,1.837608734,13.06687319,1.853813933,0,,,,
5401.475352,1045.552852,0.380500463,46.7777527,1.026218312,-1,,,,
5408.491276,144.0771612,1.963409121,28.38205212,1.514598125,0,,,,
5400.941609,1042.824557,0.414456888,17.51034533,-0.113071469,1,,,,
5402.598564,146.6600426,1.805506762,15.01758055,1.950645076,0,,,,
5400,986.5959066,0.269009609,17.28384488,0.140916967,1,,,,
5405.91274,137.392129,1.873605428,12.43233029,1.915744722,0,,,,
5410,163.1651656,1.814635743,13.53579527,2,0,,,,
5405.79827,146.3061925,1.586423426,19.68474909,1.669890425,0,,,,
5406.377965,898.427514,1.221822217,39.60956665,1.824386243,-2,,,,
5400,1031.036732,0.278596182,10.78002205,0,1,,,,
5405.438194,117.064338,1.352034594,12.69056055,1.852266017,0,,,,
5410,120.2325788,1.678353302,12.28260132,1.433218001,0,,,,
5400,116.814352,2,7.770213016,1.672056414,0,,,,
5402.175886,121.2700337,2,19.36411153,1.769383165,0,,,,
5406.921149,423.4204801,0.702544943,25.30653683,1.44486152,-1,,,,
5400,139.6977282,1.55655227,12.12932793,2,0,,,,
5400.716834,988.9743784,1.570794073,7.464565865,1.910134635,-2,,,,
5409.844424,157.6698685,1.628867186,10.83894191,1.772193416,0,,,,
5409.766059,136.6839996,2,20.07544926,1.745835498,0,,,,
5405.713051,927.9317299,1.977117341,15.50068218,1.077965022,-1,,,,
5410,1007.179003,0.573826562,16.40191165,0.124392515,1,,,,
5404.551258,1037.36092,0.123261335,13.15190569,0.192473872,1,,,,
5409.259351,580.0442249,0.997534623,26.54643139,1.459824872,-1,,,,
5400,131.1838094,1.897246284,7,1.985919786,0,,,,
5407.347185,458.0460758,1.846320416,10.83150066,0.991281177,-1,,,,
5400,123.9337428,1.641569399,12.50231051,1.668946856,0,,,,
5400,170.5755767,1.655041536,7,1.845838513,0,,,,
5401.946272,1040.677104,0.536393367,20.83982129,0.179840349,1,,,,
5405.217379,154.0450352,0.852516531,47.40140173,1.820642974,-2,,,,
5400,169.0408719,2,13.89626856,1.850036403,0,,,,
5400,100,1.74693424,12.90274788,1.936119285,0,,,,
5400,166.1797882,2,15.35986611,2,0,,,,
5400,1045.807472,0.311919819,14.5741435,0,2,,,,
5410,1043.985105,0.113173982,17.71487367,0,2,,,,
5408.301125,384.4957558,1.396477047,26.81954325,0.419110907,-1,,,,
5400,1013.798918,0.606345501,24.17477395,0,1,,,,
5407.403425,1050.311754,0.1719076,19.1625019,0,1,,,,
5400,156.8371326,1.527221644,11.21610843,1.446391282,0,,,,
5406.559611,206.0739822,1.06038857,21.81747964,1.451521934,-1,,,,
5400.079374,1028.488687,0.217997199,14.04930422,0.170575743,1,,,,
5410,996.4085869,0.73240827,21.50437669,0.150635604,1,,,,
5400,992.2283814,0.207095156,7,0.086058507,1,,,,
5407.451329,174.0908783,0.057855292,46.61680527,0.01451543,-1,,,,
5410,143.590466,2,14.16206238,1.89827666,0,,,,
5400,1047.356054,0.214793665,21.35083049,0,2,,,,
5401.033151,996.5568873,0.171794,18.49311641,0,1,,,,
5400,981.8356962,0.519983993,11.71843226,0,1,,,,
5405.757083,1023.194576,0.458251741,16.04339978,0.116028956,2,,,,
5410,1065.104903,0.06006017,17.02554204,0,1,,,,
5410,1010.210809,0.251727891,17.78496086,0.17992492,1,,,,
5403.619608,1031.313669,0.296561737,7,0.440771889,1,,,,
5400.96337,779.7730522,0.949918028,18.70182624,1.279598664,-1,,,,
5403.016529,129.6232591,2,16.02905978,1.84674721,0,,,,
5405.965345,176.6458537,0.646581655,10.46262112,1.650769981,-2,,,,
5410.275946,172.1916296,1.660165637,9.426776722,2.022310587,0,,,,
5406.831228,1057.90769,0.250282116,11.73302864,0,1,,,,
5402.962409,120.7916616,1.751009474,19.82373095,1.506515715,0,,,,
5410,148.6399313,1.736968129,14.88718242,2,0,,,,
5400,1054.201639,0.442006038,16.2869833,0.03348221,2,,,,
5403.997844,307.8559142,0.945098653,38.49820199,1.454625774,-1,,,,
5400,989.8794062,0.205711903,14.58379478,0,1,,,,
5402.127489,167.8310468,1.931003636,22.80205381,1.803193801,0,,,,
5400,149.8800333,2,15.64299302,1.843137789,0,,,,
5410,1019.037696,0,15.38140919,0.167638172,2,,,,
5409.315767,1018.283112,0.626305726,11.1799723,0.131678814,1,,,,
5400,1043.551243,0.277185455,12.68164451,0,1,,,,
5400,1045.824443,0.55861317,27.29468545,0,1,,,,
5409.468399,140.0792436,1.639062192,8.607772564,1.932607201,0,,,,
5400,143.5879608,1.966583681,14.4790013,1.805519931,0,,,,
5400,1054.039251,0.111478725,24.86630956,0,1,,,,
5410,1020.111127,0.219433022,20.69460531,0.082405697,1,,,,
5400,122.6264617,1.721564547,18.62871787,1.592445097,0,,,,
5400,116.7380163,1.889870564,16.90704036,1.78830199,0,,,,
5402.486665,107.8036261,0.510521198,27.45545577,0.173066755,-2,,,,
5400,1055.716742,0.591395688,15.19165809,0.380116712,2,,,,
5403.401305,1008.912205,0,9.921200301,0.106275333,1,,,,
5400,131.7087227,1.304986943,21.22893581,1.788024614,0,,,,
